NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT00295620,"{""precision"": 0.3181818181818182, ""recall"": 0.5, ""f1"": 0.3888888888888889}","{""precision"": 0.6428571428571429, ""recall"": 0.6428571428571429, ""f1"": 0.6428571428571429}","{""precision"": 0.6428571428571429, ""recall"": 0.6428571428571429, ""f1"": 0.6428571428571429}","{""precision"": 0.6363636363636364, ""recall"": 0.5, ""f1"": 0.56}"
NCT00295750,"{""precision"": 0.3157894736842105, ""recall"": 0.46153846153846156, ""f1"": 0.37499999999999994}","{""precision"": 0.8, ""recall"": 0.6153846153846154, ""f1"": 0.6956521739130435}","{""precision"": 0.5, ""recall"": 0.5384615384615384, ""f1"": 0.5185185185185186}","{""precision"": 0.7142857142857143, ""recall"": 0.38461538461538464, ""f1"": 0.5}"
NCT00306384,"{""precision"": 0.4, ""recall"": 0.8571428571428571, ""f1"": 0.5454545454545455}","{""precision"": 0.5, ""recall"": 0.7142857142857143, ""f1"": 0.588235294117647}","{""precision"": 0.3333333333333333, ""recall"": 0.8571428571428571, ""f1"": 0.48}","{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}"
NCT00308139,"{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.23529411764705882, ""recall"": 0.6666666666666666, ""f1"": 0.3478260869565218}"
NCT00309140,"{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.25, ""recall"": 0.42857142857142855, ""f1"": 0.3157894736842105}","{""precision"": 0.4, ""recall"": 0.8571428571428571, ""f1"": 0.5454545454545455}","{""precision"": 0.21428571428571427, ""recall"": 0.42857142857142855, ""f1"": 0.2857142857142857}"
NCT00311155,"{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.38461538461538464, ""recall"": 0.8333333333333334, ""f1"": 0.5263157894736842}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT00314795,"{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}","{""precision"": 0.5833333333333334, ""recall"": 0.5833333333333334, ""f1"": 0.5833333333333334}","{""precision"": 0.46153846153846156, ""recall"": 0.5, ""f1"": 0.48000000000000004}","{""precision"": 0.3684210526315789, ""recall"": 0.5833333333333334, ""f1"": 0.4516129032258065}"
NCT00316225,"{""precision"": 0.4117647058823529, ""recall"": 0.5384615384615384, ""f1"": 0.4666666666666667}","{""precision"": 0.6363636363636364, ""recall"": 0.5, ""f1"": 0.56}","{""precision"": 0.8181818181818182, ""recall"": 0.6923076923076923, ""f1"": 0.7500000000000001}","{""precision"": 0.8, ""recall"": 0.6153846153846154, ""f1"": 0.6956521739130435}"
NCT00319111,"{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}","{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}","{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.6, ""recall"": 0.8571428571428571, ""f1"": 0.7058823529411764}"
NCT00320112,"{""precision"": 0.4, ""recall"": 0.5454545454545454, ""f1"": 0.4615384615384615}","{""precision"": 0.5, ""recall"": 0.45454545454545453, ""f1"": 0.47619047619047616}","{""precision"": 0.29411764705882354, ""recall"": 0.45454545454545453, ""f1"": 0.35714285714285715}","{""precision"": 0.3333333333333333, ""recall"": 0.36363636363636365, ""f1"": 0.34782608695652173}"
NCT00321555,"{""precision"": 0.1111111111111111, ""recall"": 0.5, ""f1"": 0.1818181818181818}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}","{""precision"": 0.15789473684210525, ""recall"": 0.5, ""f1"": 0.23999999999999996}","{""precision"": 0.2222222222222222, ""recall"": 0.6666666666666666, ""f1"": 0.3333333333333333}"
NCT00321620,"{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.3076923076923077, ""recall"": 0.5714285714285714, ""f1"": 0.4}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT00322621,"{""precision"": 0.2222222222222222, ""recall"": 0.4, ""f1"": 0.2857142857142857}","{""precision"": 0.46153846153846156, ""recall"": 0.6, ""f1"": 0.5217391304347826}","{""precision"": 0.4666666666666667, ""recall"": 0.7, ""f1"": 0.56}","{""precision"": 0.45454545454545453, ""recall"": 0.5555555555555556, ""f1"": 0.5}"
NCT00323882,"{""precision"": 0.35714285714285715, ""recall"": 0.8333333333333334, ""f1"": 0.5}","{""precision"": 0.45454545454545453, ""recall"": 0.8333333333333334, ""f1"": 0.5882352941176471}","{""precision"": 0.23076923076923078, ""recall"": 0.5, ""f1"": 0.3157894736842105}","{""precision"": 0.4, ""recall"": 1.0, ""f1"": 0.5714285714285715}"
NCT00324155,"{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}"
NCT00325403,"{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}"
NCT00325442,"{""precision"": 0.5555555555555556, ""recall"": 0.7142857142857143, ""f1"": 0.6250000000000001}","{""precision"": 0.45454545454545453, ""recall"": 0.7142857142857143, ""f1"": 0.5555555555555556}","{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}","{""precision"": 0.46153846153846156, ""recall"": 0.8571428571428571, ""f1"": 0.6}"
NCT00326495,"{""precision"": 0.1111111111111111, ""recall"": 0.5714285714285714, ""f1"": 0.18604651162790697}","{""precision"": 0.21052631578947367, ""recall"": 0.5714285714285714, ""f1"": 0.3076923076923077}","{""precision"": 0.2222222222222222, ""recall"": 0.5714285714285714, ""f1"": 0.32}","{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}"
NCT00328172,"{""precision"": 0.3125, ""recall"": 0.7142857142857143, ""f1"": 0.43478260869565216}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}","{""precision"": 0.38461538461538464, ""recall"": 0.7142857142857143, ""f1"": 0.5}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}"
NCT00328562,"{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.2857142857142857, ""recall"": 0.6666666666666666, ""f1"": 0.4}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT00329030,"{""precision"": 0.17391304347826086, ""recall"": 0.5, ""f1"": 0.25806451612903225}","{""precision"": 0.5, ""recall"": 0.75, ""f1"": 0.6}","{""precision"": 0.3, ""recall"": 0.75, ""f1"": 0.4285714285714285}","{""precision"": 0.2222222222222222, ""recall"": 0.5, ""f1"": 0.30769230769230765}"
NCT00336323,"{""precision"": 0.4117647058823529, ""recall"": 0.4375, ""f1"": 0.42424242424242425}","{""precision"": 0.5833333333333334, ""recall"": 0.4375, ""f1"": 0.5}","{""precision"": 0.47058823529411764, ""recall"": 0.5, ""f1"": 0.48484848484848486}","{""precision"": 0.7, ""recall"": 0.4375, ""f1"": 0.5384615384615384}"
NCT00337610,"{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.3125, ""recall"": 0.8333333333333334, ""f1"": 0.45454545454545453}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}"
NCT00338949,"{""precision"": 0.4666666666666667, ""recall"": 0.5833333333333334, ""f1"": 0.5185185185185186}","{""precision"": 0.75, ""recall"": 0.75, ""f1"": 0.75}","{""precision"": 0.6153846153846154, ""recall"": 0.6666666666666666, ""f1"": 0.64}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}"
NCT00339833,"{""precision"": 0.35714285714285715, ""recall"": 0.45454545454545453, ""f1"": 0.4}","{""precision"": 0.6, ""recall"": 0.5454545454545454, ""f1"": 0.5714285714285713}","{""precision"": 0.3157894736842105, ""recall"": 0.6, ""f1"": 0.41379310344827586}","{""precision"": 0.5, ""recall"": 0.5454545454545454, ""f1"": 0.5217391304347826}"
NCT00343291,"{""precision"": 0.10526315789473684, ""recall"": 0.5, ""f1"": 0.17391304347826086}","{""precision"": 0.46153846153846156, ""recall"": 0.75, ""f1"": 0.5714285714285714}","{""precision"": 0.19047619047619047, ""recall"": 0.5, ""f1"": 0.27586206896551724}","{""precision"": 0.23809523809523808, ""recall"": 0.625, ""f1"": 0.3448275862068965}"
NCT00343382,"{""precision"": 0.14285714285714285, ""recall"": 0.625, ""f1"": 0.23255813953488372}","{""precision"": 0.5, ""recall"": 0.875, ""f1"": 0.6363636363636364}","{""precision"": 0.35714285714285715, ""recall"": 0.625, ""f1"": 0.45454545454545453}","{""precision"": 0.21875, ""recall"": 0.875, ""f1"": 0.35}"
NCT00344500,"{""precision"": 0.6666666666666666, ""recall"": 0.45454545454545453, ""f1"": 0.5405405405405405}","{""precision"": 0.8181818181818182, ""recall"": 0.4090909090909091, ""f1"": 0.5454545454545455}","{""precision"": 0.43478260869565216, ""recall"": 0.45454545454545453, ""f1"": 0.4444444444444445}","{""precision"": 0.8, ""recall"": 0.36363636363636365, ""f1"": 0.5000000000000001}"
NCT00348595,"{""precision"": 0.23076923076923078, ""recall"": 0.6, ""f1"": 0.33333333333333337}","{""precision"": 0.5, ""recall"": 0.6, ""f1"": 0.5454545454545454}","{""precision"": 0.5384615384615384, ""recall"": 0.7, ""f1"": 0.608695652173913}","{""precision"": 0.5384615384615384, ""recall"": 0.7, ""f1"": 0.608695652173913}"
NCT00350025,"{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.13636363636363635, ""recall"": 0.5, ""f1"": 0.21428571428571427}","{""precision"": 0.25, ""recall"": 0.6666666666666666, ""f1"": 0.36363636363636365}"
NCT00350792,"{""precision"": 0.3333333333333333, ""recall"": 0.8333333333333334, ""f1"": 0.47619047619047616}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.4444444444444444, ""recall"": 0.6666666666666666, ""f1"": 0.5333333333333333}","{""precision"": 0.625, ""recall"": 0.8333333333333334, ""f1"": 0.7142857142857143}"
NCT00354744,"{""precision"": 0.125, ""recall"": 0.5, ""f1"": 0.2}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.11764705882352941, ""recall"": 0.3333333333333333, ""f1"": 0.1739130434782609}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}"
NCT00360334,"{""precision"": 0.2, ""recall"": 0.2727272727272727, ""f1"": 0.23076923076923075}","{""precision"": 0.46153846153846156, ""recall"": 0.5454545454545454, ""f1"": 0.4999999999999999}","{""precision"": 0.3333333333333333, ""recall"": 0.4166666666666667, ""f1"": 0.3703703703703704}","{""precision"": 0.5714285714285714, ""recall"": 0.7272727272727273, ""f1"": 0.64}"
NCT00363129,"{""precision"": 0.25, ""recall"": 0.5714285714285714, ""f1"": 0.34782608695652173}","{""precision"": 0.45454545454545453, ""recall"": 0.7142857142857143, ""f1"": 0.5555555555555556}","{""precision"": 0.21428571428571427, ""recall"": 0.42857142857142855, ""f1"": 0.2857142857142857}","{""precision"": 0.3157894736842105, ""recall"": 0.8571428571428571, ""f1"": 0.46153846153846156}"
NCT00365794,"{""precision"": 0.9473684210526315, ""recall"": 0.6428571428571429, ""f1"": 0.7659574468085106}","{""precision"": 0.35, ""recall"": 0.4666666666666667, ""f1"": 0.4}","{""precision"": 0.35, ""recall"": 0.4666666666666667, ""f1"": 0.4}","{""precision"": 0.47368421052631576, ""recall"": 0.6, ""f1"": 0.5294117647058824}"
NCT00367601,"{""precision"": 0.19047619047619047, ""recall"": 0.5, ""f1"": 0.27586206896551724}","{""precision"": 0.46153846153846156, ""recall"": 0.75, ""f1"": 0.5714285714285714}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.45454545454545453, ""recall"": 0.625, ""f1"": 0.5263157894736842}"
NCT00369655,"{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}","{""precision"": 0.35, ""recall"": 0.4375, ""f1"": 0.38888888888888884}","{""precision"": 0.3076923076923077, ""recall"": 0.5, ""f1"": 0.380952380952381}","{""precision"": 0.2916666666666667, ""recall"": 0.4375, ""f1"": 0.35000000000000003}"
NCT00370292,"{""precision"": 0.5833333333333334, ""recall"": 0.4375, ""f1"": 0.5}","{""precision"": 0.5, ""recall"": 0.375, ""f1"": 0.42857142857142855}","{""precision"": 0.7272727272727273, ""recall"": 0.47058823529411764, ""f1"": 0.5714285714285714}","{""precision"": 0.5454545454545454, ""recall"": 0.375, ""f1"": 0.4444444444444444}"
NCT00373360,"{""precision"": 0.45454545454545453, ""recall"": 0.5555555555555556, ""f1"": 0.5}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.3684210526315789, ""recall"": 0.7777777777777778, ""f1"": 0.5}","{""precision"": 0.5833333333333334, ""recall"": 0.7777777777777778, ""f1"": 0.6666666666666666}"
NCT00373425,"{""precision"": 0.5714285714285714, ""recall"": 0.7272727272727273, ""f1"": 0.64}","{""precision"": 0.5, ""recall"": 0.6, ""f1"": 0.5454545454545454}","{""precision"": 0.5, ""recall"": 0.6363636363636364, ""f1"": 0.56}","{""precision"": 0.7, ""recall"": 0.7, ""f1"": 0.7}"
NCT00373529,"{""precision"": 0.38461538461538464, ""recall"": 0.35714285714285715, ""f1"": 0.3703703703703704}","{""precision"": 0.5454545454545454, ""recall"": 0.42857142857142855, ""f1"": 0.4799999999999999}","{""precision"": 0.375, ""recall"": 0.42857142857142855, ""f1"": 0.39999999999999997}","{""precision"": 0.6363636363636364, ""recall"": 0.5, ""f1"": 0.56}"
NCT00375492,"{""precision"": 0.29411764705882354, ""recall"": 0.4166666666666667, ""f1"": 0.3448275862068966}","{""precision"": 0.42857142857142855, ""recall"": 0.5, ""f1"": 0.4615384615384615}","{""precision"": 0.23076923076923078, ""recall"": 0.25, ""f1"": 0.24000000000000002}","{""precision"": 0.46153846153846156, ""recall"": 0.5, ""f1"": 0.48000000000000004}"
NCT00375830,"{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}","{""precision"": 0.18181818181818182, ""recall"": 0.3333333333333333, ""f1"": 0.23529411764705885}","{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}"
NCT00377520,"{""precision"": 0.35714285714285715, ""recall"": 0.7142857142857143, ""f1"": 0.4761904761904762}","{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}","{""precision"": 0.29411764705882354, ""recall"": 0.7142857142857143, ""f1"": 0.4166666666666667}","{""precision"": 0.7, ""recall"": 0.875, ""f1"": 0.7777777777777777}"
NCT00381940,"{""precision"": 0.13793103448275862, ""recall"": 0.6666666666666666, ""f1"": 0.2285714285714286}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.15789473684210525, ""recall"": 0.5, ""f1"": 0.23999999999999996}"
NCT00385580,"{""precision"": 0.38461538461538464, ""recall"": 0.45454545454545453, ""f1"": 0.41666666666666663}","{""precision"": 0.3076923076923077, ""recall"": 0.36363636363636365, ""f1"": 0.33333333333333337}","{""precision"": 0.3076923076923077, ""recall"": 0.36363636363636365, ""f1"": 0.33333333333333337}","{""precision"": 0.4444444444444444, ""recall"": 0.36363636363636365, ""f1"": 0.39999999999999997}"
NCT00392925,"{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT00393029,"{""precision"": 0.04878048780487805, ""recall"": 0.3333333333333333, ""f1"": 0.0851063829787234}","{""precision"": 0.17647058823529413, ""recall"": 0.5, ""f1"": 0.2608695652173913}","{""precision"": 0.13636363636363635, ""recall"": 0.5, ""f1"": 0.21428571428571427}","{""precision"": 0.2, ""recall"": 0.6666666666666666, ""f1"": 0.30769230769230765}"
NCT00394082,"{""precision"": 0.15, ""recall"": 0.375, ""f1"": 0.21428571428571425}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.21052631578947367, ""recall"": 0.5, ""f1"": 0.2962962962962963}","{""precision"": 0.19047619047619047, ""recall"": 0.5, ""f1"": 0.27586206896551724}"
NCT00395512,"{""precision"": 0.18181818181818182, ""recall"": 0.5, ""f1"": 0.26666666666666666}","{""precision"": 0.2, ""recall"": 0.375, ""f1"": 0.26086956521739135}","{""precision"": 0.21739130434782608, ""recall"": 0.625, ""f1"": 0.3225806451612903}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}"
NCT00395746,"{""precision"": 0.3333333333333333, ""recall"": 0.7142857142857143, ""f1"": 0.4545454545454545}","{""precision"": 0.4166666666666667, ""recall"": 0.7142857142857143, ""f1"": 0.5263157894736842}","{""precision"": 0.38461538461538464, ""recall"": 0.7142857142857143, ""f1"": 0.5}","{""precision"": 0.5555555555555556, ""recall"": 0.7142857142857143, ""f1"": 0.6250000000000001}"
NCT00396591,"{""precision"": 0.3, ""recall"": 0.5454545454545454, ""f1"": 0.3870967741935483}","{""precision"": 0.4166666666666667, ""recall"": 0.45454545454545453, ""f1"": 0.43478260869565216}","{""precision"": 0.4666666666666667, ""recall"": 0.6363636363636364, ""f1"": 0.5384615384615385}","{""precision"": 0.5, ""recall"": 0.45454545454545453, ""f1"": 0.47619047619047616}"
