NCTId,gpt4o_zs_gen_scores,gpt4o_ts_gen_scores,llama3_70b_it_zs_gen_scores,llama3_70b_it_ts_gen_scores
NCT00295620,"{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}","{""precision"": 0.5384615384615384, ""recall"": 0.5, ""f1"": 0.5185185185185186}","{""precision"": 0.46153846153846156, ""recall"": 0.42857142857142855, ""f1"": 0.4444444444444445}","{""precision"": 0.6363636363636364, ""recall"": 0.5, ""f1"": 0.56}"
NCT00295750,"{""precision"": 0.2631578947368421, ""recall"": 0.38461538461538464, ""f1"": 0.3125}","{""precision"": 0.6, ""recall"": 0.46153846153846156, ""f1"": 0.5217391304347826}","{""precision"": 0.5, ""recall"": 0.5384615384615384, ""f1"": 0.5185185185185186}","{""precision"": 0.7142857142857143, ""recall"": 0.38461538461538464, ""f1"": 0.5}"
NCT00306384,"{""precision"": 0.26666666666666666, ""recall"": 0.5714285714285714, ""f1"": 0.36363636363636365}","{""precision"": 0.5, ""recall"": 0.7142857142857143, ""f1"": 0.588235294117647}","{""precision"": 0.2222222222222222, ""recall"": 0.5714285714285714, ""f1"": 0.32}","{""precision"": 0.3333333333333333, ""recall"": 0.7142857142857143, ""f1"": 0.4545454545454545}"
NCT00308139,"{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.23529411764705882, ""recall"": 0.6666666666666666, ""f1"": 0.3478260869565218}"
NCT00309140,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}","{""precision"": 0.06666666666666667, ""recall"": 0.14285714285714285, ""f1"": 0.09090909090909091}","{""precision"": 0.21428571428571427, ""recall"": 0.42857142857142855, ""f1"": 0.2857142857142857}"
NCT00311155,"{""precision"": 0.09090909090909091, ""recall"": 0.16666666666666666, ""f1"": 0.11764705882352942}","{""precision"": 0.3076923076923077, ""recall"": 0.6666666666666666, ""f1"": 0.42105263157894735}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}"
NCT00314795,"{""precision"": 0.21428571428571427, ""recall"": 0.25, ""f1"": 0.23076923076923075}","{""precision"": 0.5833333333333334, ""recall"": 0.5833333333333334, ""f1"": 0.5833333333333334}","{""precision"": 0.3076923076923077, ""recall"": 0.3333333333333333, ""f1"": 0.32}","{""precision"": 0.3684210526315789, ""recall"": 0.5833333333333334, ""f1"": 0.4516129032258065}"
NCT00316225,"{""precision"": 0.23529411764705882, ""recall"": 0.3076923076923077, ""f1"": 0.26666666666666666}","{""precision"": 0.6363636363636364, ""recall"": 0.5384615384615384, ""f1"": 0.5833333333333334}","{""precision"": 0.5454545454545454, ""recall"": 0.46153846153846156, ""f1"": 0.4999999999999999}","{""precision"": 0.6, ""recall"": 0.46153846153846156, ""f1"": 0.5217391304347826}"
NCT00319111,"{""precision"": 0.3333333333333333, ""recall"": 0.5714285714285714, ""f1"": 0.4210526315789474}","{""precision"": 0.42857142857142855, ""recall"": 0.8571428571428571, ""f1"": 0.5714285714285714}","{""precision"": 0.2857142857142857, ""recall"": 0.5714285714285714, ""f1"": 0.38095238095238093}","{""precision"": 0.4, ""recall"": 0.5714285714285714, ""f1"": 0.47058823529411764}"
NCT00320112,"{""precision"": 0.2, ""recall"": 0.2727272727272727, ""f1"": 0.23076923076923075}","{""precision"": 0.4, ""recall"": 0.36363636363636365, ""f1"": 0.380952380952381}","{""precision"": 0.23529411764705882, ""recall"": 0.36363636363636365, ""f1"": 0.2857142857142857}","{""precision"": 0.3333333333333333, ""recall"": 0.36363636363636365, ""f1"": 0.34782608695652173}"
NCT00321555,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}","{""precision"": 0.05263157894736842, ""recall"": 0.16666666666666666, ""f1"": 0.08}","{""precision"": 0.16666666666666666, ""recall"": 0.5, ""f1"": 0.25}"
NCT00321620,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.3, ""recall"": 0.5, ""f1"": 0.37499999999999994}"
NCT00322621,"{""precision"": 0.16666666666666666, ""recall"": 0.3, ""f1"": 0.21428571428571427}","{""precision"": 0.46153846153846156, ""recall"": 0.6, ""f1"": 0.5217391304347826}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}","{""precision"": 0.36363636363636365, ""recall"": 0.4, ""f1"": 0.380952380952381}"
NCT00323882,"{""precision"": 0.07142857142857142, ""recall"": 0.16666666666666666, ""f1"": 0.1}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.07692307692307693, ""recall"": 0.16666666666666666, ""f1"": 0.10526315789473684}","{""precision"": 0.26666666666666666, ""recall"": 0.6666666666666666, ""f1"": 0.3809523809523809}"
NCT00324155,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.0625, ""recall"": 0.16666666666666666, ""f1"": 0.09090909090909091}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT00325403,"{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.36363636363636365, ""recall"": 0.6666666666666666, ""f1"": 0.4705882352941177}","{""precision"": 0.16666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2222222222222222}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT00325442,"{""precision"": 0.3333333333333333, ""recall"": 0.42857142857142855, ""f1"": 0.375}","{""precision"": 0.45454545454545453, ""recall"": 0.7142857142857143, ""f1"": 0.5555555555555556}","{""precision"": 0.21428571428571427, ""recall"": 0.42857142857142855, ""f1"": 0.2857142857142857}","{""precision"": 0.38461538461538464, ""recall"": 0.7142857142857143, ""f1"": 0.5}"
NCT00326495,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.15789473684210525, ""recall"": 0.42857142857142855, ""f1"": 0.23076923076923078}","{""precision"": 0.1111111111111111, ""recall"": 0.2857142857142857, ""f1"": 0.16}","{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}"
NCT00328172,"{""precision"": 0.25, ""recall"": 0.5714285714285714, ""f1"": 0.34782608695652173}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}","{""precision"": 0.07692307692307693, ""recall"": 0.14285714285714285, ""f1"": 0.1}","{""precision"": 0.5454545454545454, ""recall"": 0.8571428571428571, ""f1"": 0.6666666666666665}"
NCT00328562,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.2727272727272727, ""recall"": 0.5, ""f1"": 0.3529411764705882}","{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}"
NCT00329030,"{""precision"": 0.08695652173913043, ""recall"": 0.25, ""f1"": 0.12903225806451613}","{""precision"": 0.4166666666666667, ""recall"": 0.625, ""f1"": 0.5}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.2777777777777778, ""recall"": 0.625, ""f1"": 0.3846153846153846}"
NCT00336323,"{""precision"": 0.23529411764705882, ""recall"": 0.25, ""f1"": 0.24242424242424243}","{""precision"": 0.6666666666666666, ""recall"": 0.5, ""f1"": 0.5714285714285715}","{""precision"": 0.35294117647058826, ""recall"": 0.375, ""f1"": 0.3636363636363636}","{""precision"": 0.6, ""recall"": 0.375, ""f1"": 0.4615384615384615}"
NCT00337610,"{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.4166666666666667, ""recall"": 0.8333333333333334, ""f1"": 0.5555555555555556}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}"
NCT00338949,"{""precision"": 0.26666666666666666, ""recall"": 0.3333333333333333, ""f1"": 0.2962962962962963}","{""precision"": 0.5833333333333334, ""recall"": 0.5833333333333334, ""f1"": 0.5833333333333334}","{""precision"": 0.23076923076923078, ""recall"": 0.25, ""f1"": 0.24000000000000002}","{""precision"": 0.5, ""recall"": 0.5, ""f1"": 0.5}"
NCT00339833,"{""precision"": 0.35714285714285715, ""recall"": 0.45454545454545453, ""f1"": 0.4}","{""precision"": 0.7, ""recall"": 0.6363636363636364, ""f1"": 0.6666666666666666}","{""precision"": 0.2631578947368421, ""recall"": 0.45454545454545453, ""f1"": 0.3333333333333333}","{""precision"": 0.5833333333333334, ""recall"": 0.6363636363636364, ""f1"": 0.6086956521739131}"
NCT00343291,"{""precision"": 0.02631578947368421, ""recall"": 0.125, ""f1"": 0.043478260869565216}","{""precision"": 0.38461538461538464, ""recall"": 0.625, ""f1"": 0.4761904761904762}","{""precision"": 0.09523809523809523, ""recall"": 0.25, ""f1"": 0.13793103448275862}","{""precision"": 0.19047619047619047, ""recall"": 0.5, ""f1"": 0.27586206896551724}"
NCT00343382,"{""precision"": 0.08571428571428572, ""recall"": 0.375, ""f1"": 0.1395348837209302}","{""precision"": 0.42857142857142855, ""recall"": 0.75, ""f1"": 0.5454545454545454}","{""precision"": 0.14285714285714285, ""recall"": 0.25, ""f1"": 0.18181818181818182}","{""precision"": 0.1875, ""recall"": 0.75, ""f1"": 0.3}"
NCT00344500,"{""precision"": 0.26666666666666666, ""recall"": 0.18181818181818182, ""f1"": 0.21621621621621623}","{""precision"": 0.5833333333333334, ""recall"": 0.3181818181818182, ""f1"": 0.4117647058823529}","{""precision"": 0.30434782608695654, ""recall"": 0.3181818181818182, ""f1"": 0.31111111111111117}","{""precision"": 0.6, ""recall"": 0.2727272727272727, ""f1"": 0.37499999999999994}"
NCT00348595,"{""precision"": 0.15384615384615385, ""recall"": 0.4, ""f1"": 0.2222222222222222}","{""precision"": 0.3333333333333333, ""recall"": 0.4, ""f1"": 0.3636363636363636}","{""precision"": 0.15384615384615385, ""recall"": 0.2, ""f1"": 0.17391304347826086}","{""precision"": 0.46153846153846156, ""recall"": 0.6, ""f1"": 0.5217391304347826}"
NCT00350025,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.15384615384615385, ""recall"": 0.3333333333333333, ""f1"": 0.21052631578947367}","{""precision"": 0.045454545454545456, ""recall"": 0.16666666666666666, ""f1"": 0.07142857142857144}","{""precision"": 0.125, ""recall"": 0.3333333333333333, ""f1"": 0.18181818181818182}"
NCT00350792,"{""precision"": 0.13333333333333333, ""recall"": 0.3333333333333333, ""f1"": 0.19047619047619044}","{""precision"": 0.4, ""recall"": 0.6666666666666666, ""f1"": 0.5}","{""precision"": 0.2222222222222222, ""recall"": 0.3333333333333333, ""f1"": 0.26666666666666666}","{""precision"": 0.25, ""recall"": 0.3333333333333333, ""f1"": 0.28571428571428575}"
NCT00354744,"{""precision"": 0.041666666666666664, ""recall"": 0.16666666666666666, ""f1"": 0.06666666666666667}","{""precision"": 0.1875, ""recall"": 0.5, ""f1"": 0.2727272727272727}","{""precision"": 0.058823529411764705, ""recall"": 0.16666666666666666, ""f1"": 0.08695652173913045}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}"
NCT00360334,"{""precision"": 0.06666666666666667, ""recall"": 0.09090909090909091, ""f1"": 0.07692307692307691}","{""precision"": 0.38461538461538464, ""recall"": 0.45454545454545453, ""f1"": 0.41666666666666663}","{""precision"": 0.13333333333333333, ""recall"": 0.18181818181818182, ""f1"": 0.15384615384615383}","{""precision"": 0.5, ""recall"": 0.6363636363636364, ""f1"": 0.56}"
NCT00363129,"{""precision"": 0.1875, ""recall"": 0.42857142857142855, ""f1"": 0.26086956521739124}","{""precision"": 0.45454545454545453, ""recall"": 0.7142857142857143, ""f1"": 0.5555555555555556}","{""precision"": 0.21428571428571427, ""recall"": 0.42857142857142855, ""f1"": 0.2857142857142857}","{""precision"": 0.21052631578947367, ""recall"": 0.5714285714285714, ""f1"": 0.3076923076923077}"
NCT00365794,"{""precision"": 0.21052631578947367, ""recall"": 0.26666666666666666, ""f1"": 0.23529411764705882}","{""precision"": 0.3684210526315789, ""recall"": 0.4666666666666667, ""f1"": 0.4117647058823529}","{""precision"": 0.21052631578947367, ""recall"": 0.26666666666666666, ""f1"": 0.23529411764705882}","{""precision"": 0.3333333333333333, ""recall"": 0.4, ""f1"": 0.3636363636363636}"
NCT00367601,"{""precision"": 0.09523809523809523, ""recall"": 0.25, ""f1"": 0.13793103448275862}","{""precision"": 0.38461538461538464, ""recall"": 0.625, ""f1"": 0.4761904761904762}","{""precision"": 0.13333333333333333, ""recall"": 0.25, ""f1"": 0.1739130434782609}","{""precision"": 0.18181818181818182, ""recall"": 0.25, ""f1"": 0.2105263157894737}"
NCT00369655,"{""precision"": 0.1935483870967742, ""recall"": 0.375, ""f1"": 0.25531914893617014}","{""precision"": 0.25, ""recall"": 0.3125, ""f1"": 0.2777777777777778}","{""precision"": 0.2, ""recall"": 0.3125, ""f1"": 0.24390243902439027}","{""precision"": 0.25, ""recall"": 0.375, ""f1"": 0.3}"
NCT00370292,"{""precision"": 0.25, ""recall"": 0.1875, ""f1"": 0.21428571428571427}","{""precision"": 0.5, ""recall"": 0.375, ""f1"": 0.42857142857142855}","{""precision"": 0.2727272727272727, ""recall"": 0.1875, ""f1"": 0.2222222222222222}","{""precision"": 0.18181818181818182, ""recall"": 0.125, ""f1"": 0.14814814814814814}"
NCT00373360,"{""precision"": 0.18181818181818182, ""recall"": 0.2222222222222222, ""f1"": 0.19999999999999998}","{""precision"": 0.26666666666666666, ""recall"": 0.4444444444444444, ""f1"": 0.33333333333333337}","{""precision"": 0.05263157894736842, ""recall"": 0.1111111111111111, ""f1"": 0.07142857142857142}","{""precision"": 0.4166666666666667, ""recall"": 0.5555555555555556, ""f1"": 0.4761904761904762}"
NCT00373425,"{""precision"": 0.14285714285714285, ""recall"": 0.18181818181818182, ""f1"": 0.16}","{""precision"": 0.4166666666666667, ""recall"": 0.45454545454545453, ""f1"": 0.43478260869565216}","{""precision"": 0.35714285714285715, ""recall"": 0.45454545454545453, ""f1"": 0.4}","{""precision"": 0.5, ""recall"": 0.45454545454545453, ""f1"": 0.47619047619047616}"
NCT00373529,"{""precision"": 0.23076923076923078, ""recall"": 0.21428571428571427, ""f1"": 0.22222222222222224}","{""precision"": 0.2727272727272727, ""recall"": 0.21428571428571427, ""f1"": 0.23999999999999996}","{""precision"": 0.3125, ""recall"": 0.35714285714285715, ""f1"": 0.3333333333333333}","{""precision"": 0.36363636363636365, ""recall"": 0.2857142857142857, ""f1"": 0.32}"
NCT00375492,"{""precision"": 0.29411764705882354, ""recall"": 0.4166666666666667, ""f1"": 0.3448275862068966}","{""precision"": 0.5714285714285714, ""recall"": 0.6666666666666666, ""f1"": 0.6153846153846153}","{""precision"": 0.3076923076923077, ""recall"": 0.3333333333333333, ""f1"": 0.32}","{""precision"": 0.5384615384615384, ""recall"": 0.5833333333333334, ""f1"": 0.5599999999999999}"
NCT00375830,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.375, ""recall"": 0.5, ""f1"": 0.42857142857142855}","{""precision"": 0.09090909090909091, ""recall"": 0.16666666666666666, ""f1"": 0.11764705882352942}","{""precision"": 0.3333333333333333, ""recall"": 0.5, ""f1"": 0.4}"
NCT00377520,"{""precision"": 0.07142857142857142, ""recall"": 0.14285714285714285, ""f1"": 0.09523809523809523}","{""precision"": 0.21428571428571427, ""recall"": 0.42857142857142855, ""f1"": 0.2857142857142857}","{""precision"": 0.058823529411764705, ""recall"": 0.14285714285714285, ""f1"": 0.08333333333333333}","{""precision"": 0.2727272727272727, ""recall"": 0.42857142857142855, ""f1"": 0.33333333333333326}"
NCT00381940,"{""precision"": 0.0, ""recall"": 0.0, ""f1"": 0}","{""precision"": 0.14285714285714285, ""recall"": 0.5, ""f1"": 0.22222222222222224}","{""precision"": 0.047619047619047616, ""recall"": 0.16666666666666666, ""f1"": 0.07407407407407407}","{""precision"": 0.15789473684210525, ""recall"": 0.5, ""f1"": 0.23999999999999996}"
NCT00385580,"{""precision"": 0.15384615384615385, ""recall"": 0.18181818181818182, ""f1"": 0.16666666666666669}","{""precision"": 0.23076923076923078, ""recall"": 0.2727272727272727, ""f1"": 0.24999999999999994}","{""precision"": 0.07692307692307693, ""recall"": 0.09090909090909091, ""f1"": 0.08333333333333334}","{""precision"": 0.3333333333333333, ""recall"": 0.2727272727272727, ""f1"": 0.3}"
NCT00392925,"{""precision"": 0.25, ""recall"": 0.5, ""f1"": 0.3333333333333333}","{""precision"": 0.5, ""recall"": 0.8333333333333334, ""f1"": 0.625}","{""precision"": 0.2, ""recall"": 0.5, ""f1"": 0.28571428571428575}","{""precision"": 0.3333333333333333, ""recall"": 0.6666666666666666, ""f1"": 0.4444444444444444}"
NCT00393029,"{""precision"": 0.024390243902439025, ""recall"": 0.16666666666666666, ""f1"": 0.0425531914893617}","{""precision"": 0.17647058823529413, ""recall"": 0.5, ""f1"": 0.2608695652173913}","{""precision"": 0.045454545454545456, ""recall"": 0.16666666666666666, ""f1"": 0.07142857142857144}","{""precision"": 0.15, ""recall"": 0.5, ""f1"": 0.23076923076923075}"
NCT00394082,"{""precision"": 0.05, ""recall"": 0.125, ""f1"": 0.07142857142857144}","{""precision"": 0.1875, ""recall"": 0.375, ""f1"": 0.25}","{""precision"": 0.15789473684210525, ""recall"": 0.375, ""f1"": 0.22222222222222218}","{""precision"": 0.23809523809523808, ""recall"": 0.625, ""f1"": 0.3448275862068965}"
NCT00395512,"{""precision"": 0.18181818181818182, ""recall"": 0.5, ""f1"": 0.26666666666666666}","{""precision"": 0.26666666666666666, ""recall"": 0.5, ""f1"": 0.3478260869565218}","{""precision"": 0.17391304347826086, ""recall"": 0.5, ""f1"": 0.25806451612903225}","{""precision"": 0.3333333333333333, ""recall"": 0.625, ""f1"": 0.43478260869565216}"
NCT00395746,"{""precision"": 0.2, ""recall"": 0.42857142857142855, ""f1"": 0.27272727272727276}","{""precision"": 0.5, ""recall"": 0.8571428571428571, ""f1"": 0.631578947368421}","{""precision"": 0.23076923076923078, ""recall"": 0.42857142857142855, ""f1"": 0.3}","{""precision"": 0.5555555555555556, ""recall"": 0.7142857142857143, ""f1"": 0.6250000000000001}"
NCT00396591,"{""precision"": 0.05, ""recall"": 0.09090909090909091, ""f1"": 0.06451612903225806}","{""precision"": 0.25, ""recall"": 0.2727272727272727, ""f1"": 0.2608695652173913}","{""precision"": 0.3333333333333333, ""recall"": 0.45454545454545453, ""f1"": 0.3846153846153846}","{""precision"": 0.4, ""recall"": 0.36363636363636365, ""f1"": 0.380952380952381}"
NCT00397930,"{""precision"": 0.2727272727272727, ""recall"": 0.17647058823529413, ""f1"": 0.21428571428571427}","{""precision"": 0.38461538461538464, ""recall"": 0.29411764705882354, ""f1"": 0.33333333333333337}","{""precision"": 0.16666666666666666, ""recall"": 0.11764705882352941, ""f1"": 0.13793103448275862}","{""precision"": 0.2222222222222222, ""recall"": 0.11764705882352941, ""f1"": 0.15384615384615383}"
